iter	Logloss
111	0.305874743
112	0.3057715839
113	0.3056729793
114	0.3056392456
115	0.3055713685
116	0.3054727914
117	0.3053693563
118	0.3053043047
119	0.3052278579
120	0.3051272033
121	0.3050360479
122	0.3049447887
123	0.3048317235
124	0.3047418122
125	0.3046540463
126	0.3045692934
127	0.3044931191
128	0.3044231893
129	0.3043437642
130	0.3042740336
131	0.3041491264
132	0.3040678003
133	0.3040328655
134	0.3039739306
135	0.3039267261
136	0.3038492015
137	0.3037805689
138	0.3037107487
139	0.3036491498
140	0.3035832479
141	0.3035103709
142	0.3034783811
143	0.3034226489
144	0.3033610682
145	0.3032638714
146	0.3031813075
147	0.3031178845
148	0.303050975
149	0.3030147278
150	0.3029191919
151	0.3028972668
152	0.3028090675
153	0.3027178698
154	0.3026299541
155	0.3025594209
156	0.3025298154
157	0.3024826535
158	0.3024015126
159	0.3023708162
160	0.3022406306
161	0.3021914267
162	0.3021241928
163	0.3020826125
164	0.3019692869
165	0.3019010747
166	0.3018290164
167	0.3017687347
168	0.3017207202
169	0.3016680177
170	0.3016015226
171	0.3015692053
172	0.3014728972
173	0.3014038929
174	0.301345948
175	0.3012778017
176	0.3012382035
177	0.3011601838
178	0.3010647015
179	0.3010076534
180	0.3009479481
181	0.3009075596
182	0.3008488725
183	0.3007514196
184	0.3006565001
185	0.3005901546
186	0.3005369574
187	0.3004698126
188	0.3004038332
189	0.3003484597
190	0.3002956142
191	0.3002157735
192	0.3001834302
193	0.3001081877
194	0.3000399662
195	0.2999871072
196	0.299942334
197	0.2998826215
198	0.2998288189
199	0.2997403893
200	0.2996787927
201	0.29959964
202	0.2995327537
203	0.2994663219
204	0.2994165663
205	0.2993963546
206	0.2993639283
207	0.2992887482
208	0.2992413581
209	0.2992047516
210	0.2991441685
211	0.2990679963
212	0.299034438
213	0.2989689571
214	0.2989162009
215	0.2988605065
216	0.2987717288
217	0.2986812765
218	0.2986089951
219	0.2985355244
220	0.2984238428
221	0.298318227
222	0.2982872286
223	0.2982071046
224	0.2981589562
225	0.2981030232
226	0.2980646003
227	0.2980080228
228	0.2979728148
229	0.2979258978
230	0.2978618378
231	0.2978331071
232	0.2977733842
233	0.2977247686
234	0.2976252953
235	0.2975779092
236	0.2975016724
237	0.2974175906
238	0.2973246925
239	0.2972270614
240	0.297146886
241	0.2971104726
242	0.297058906
243	0.2970121758
244	0.2969372651
245	0.2968662696
246	0.2968332245
247	0.2967318467
248	0.2966966928
249	0.2966444881
250	0.2965807257
251	0.296537345
252	0.2964853023
253	0.2964229815
254	0.2963371785
255	0.2962717541
256	0.296218523
257	0.2961428993
258	0.2960815792
259	0.2960370346
260	0.2959495216
261	0.2958775831
262	0.2958069203
263	0.2957401615
264	0.2956705618
265	0.2956323572
266	0.2955786069
267	0.2955347075
268	0.2954472383
269	0.2954034642
270	0.295336075
271	0.2952953145
272	0.2952628185
273	0.2951814729
274	0.2951263593
275	0.2950771009
276	0.2950381433
277	0.2949556978
278	0.2949018844
279	0.2948229048
280	0.2947570649
281	0.2946889394
282	0.2946472289
283	0.2945892152
284	0.2945514278
285	0.2945201896
286	0.2944624605
287	0.2943848035
288	0.2943546033
289	0.294291718
290	0.2942550409
291	0.2942037889
292	0.2941314754
293	0.2940741071
294	0.2940283839
295	0.2939309792
296	0.2938813047
297	0.2938290797
298	0.2937432816
299	0.2937099208
300	0.2936390704
301	0.2935945722
302	0.2935595095
303	0.2934908492
304	0.2934186827
305	0.2933641081
306	0.2933110713
307	0.293243019
308	0.2931976111
309	0.2931090094
310	0.2930485437
311	0.2929986951
312	0.2929355971
313	0.2928772883
314	0.2928113411
315	0.2927494315
316	0.2927254194
317	0.2926924414
318	0.2926472369
319	0.2925902768
320	0.292556665
321	0.2925260233
322	0.2924799739
323	0.2924276438
324	0.2923877881
325	0.292336045
326	0.29229166
327	0.2922326417
328	0.2921885229
329	0.292142838
330	0.29208963
331	0.2920500927
332	0.2919872682
333	0.2919456833
334	0.2918935685
335	0.2918164641
336	0.2917752557
337	0.2916962118
338	0.2916586874
339	0.2916074594
340	0.2915728278
341	0.2915270934
342	0.2914792099
343	0.2914161676
344	0.2913402216
345	0.2912949625
346	0.2912690246
347	0.2912375346
348	0.2911896307
349	0.2911454206
350	0.2910993141
351	0.291034681
352	0.2909909369
353	0.2909531692
354	0.2908924003
355	0.2908472046
356	0.2908128714
357	0.290744801
358	0.2907153318
359	0.2906441161
360	0.2905973112
361	0.2905690036
362	0.2905329595
363	0.2904774183
364	0.2904236687
365	0.290378588
366	0.2903029526
367	0.2902688426
368	0.2902434656
369	0.2902103714
370	0.2901406679
371	0.2900835922
372	0.2900402458
373	0.2900128822
374	0.2899467467
375	0.2899021562
376	0.2898420613
377	0.2898046624
378	0.2897486789
379	0.2897103685
380	0.289641128
381	0.2896073641
382	0.2895842876
383	0.2895386481
384	0.2895053837
385	0.2894634388
386	0.289426735
387	0.289396851
388	0.2893534659
389	0.2892992225
390	0.2892756081
391	0.2892355869
392	0.2891943028
393	0.2891422475
394	0.2891113934
395	0.2890484737
396	0.2890346311
397	0.2889963742
398	0.2889499344
399	0.2889194825
400	0.2888734593
401	0.2888390655
402	0.2887708258
403	0.288740176
404	0.2886770862
405	0.2886513719
406	0.288586891
407	0.2885538243
408	0.288507881
409	0.2884815268
410	0.2884018904
411	0.2883684757
412	0.2883155966
413	0.2882695144
414	0.2882255744
415	0.2881869057
416	0.2881528552
417	0.2880988105
418	0.2880635373
419	0.2880083508
420	0.2879589434
421	0.2879180491
422	0.287879125
423	0.2878177048
424	0.2877604396
425	0.2877183156
426	0.2876889605
427	0.2876530014
428	0.2875950766
429	0.2875391335
430	0.2875057127
431	0.2874340557
432	0.2873733497
433	0.2873180381
434	0.2872480916
435	0.2872153983
436	0.2871713766
437	0.2871443826
438	0.2870998199
439	0.2870624627
440	0.2870093513
441	0.2869594849
442	0.2868991129
443	0.2868681746
444	0.2868244938
445	0.2867973152
446	0.2867514755
447	0.2867112636
448	0.2866862535
449	0.2866468445
450	0.2865842972
451	0.286538735
452	0.286497374
453	0.2864576394
454	0.2863391261
455	0.286307099
456	0.2862888996
457	0.2862467692
458	0.2862246236
459	0.2861960747
460	0.286146067
461	0.2860800459
462	0.2860599734
463	0.2860154446
464	0.2859615837
465	0.2859181426
466	0.2858871273
467	0.2858393609
468	0.2858070532
469	0.2857708948
470	0.2857248981
471	0.2856718633
472	0.28562749
473	0.2855815833
474	0.2855353018
475	0.2854838168
476	0.2854574905
477	0.2853614432
478	0.2853292483
479	0.2853112228
480	0.2852441226
481	0.2852187135
482	0.2851784223
483	0.2851474891
484	0.2851163653
485	0.2850691856
486	0.2850356691
487	0.2850016501
488	0.2849598175
489	0.2849298684
490	0.2849023849
491	0.2848610022
492	0.2848186671
493	0.2847609233
494	0.2847154699
495	0.2846656116
496	0.2846172562
497	0.2845629713
498	0.2845121175
499	0.284486019
500	0.2844605646
501	0.2844094773
502	0.2843652015
503	0.284322719
504	0.2842822249
505	0.2842395267
506	0.2841768598
507	0.2841082644
508	0.2840634589
509	0.2840208136
510	0.2839784529
511	0.2839245812
512	0.2839051781
513	0.283857965
514	0.2838239461
515	0.2837822433
516	0.2837493279
517	0.2837180302
518	0.2836607532
519	0.2836376645
520	0.2836042365
521	0.2835752012
522	0.2835283026
523	0.2834668121
524	0.2834176758
525	0.2833669066
526	0.2833201646
527	0.2832657684
528	0.2832195408
529	0.2831780777
530	0.2831407786
531	0.2831138004
532	0.2830733723
533	0.2830571941
534	0.2830076259
535	0.2829803741
536	0.2829469617
537	0.2829251711
538	0.282894528
539	0.2828456308
540	0.2827959483
541	0.2827488304
542	0.2827037474
543	0.2826642599
544	0.2826021776
545	0.2825876714
546	0.282556203
547	0.2825117911
548	0.2824879827
549	0.2824481648
550	0.2824264396
551	0.2824048429
552	0.2823537087
553	0.2823064906
554	0.2822733362
555	0.2822245731
556	0.28217754
557	0.28215855
558	0.2821300337
559	0.2820973497
560	0.2820549399
561	0.2820229772
562	0.2819789384
563	0.2819436624
564	0.281909467
565	0.2818955865
566	0.2818644641
567	0.2818354719
568	0.2817983637
569	0.2817605644
570	0.2817241505
571	0.2816948049
572	0.2816507555
573	0.2816095473
574	0.2815854635
575	0.2815445051
576	0.2814986005
577	0.2814747091
578	0.2814394986
579	0.2814007572
580	0.2813752141
581	0.2812880554
582	0.2812448227
583	0.2812028135
584	0.281165453
585	0.2811290105
586	0.2811035376
587	0.2810360032
588	0.2809956323
589	0.2809380465
590	0.2808667537
591	0.2808253783
592	0.2808050085
593	0.2807835868
594	0.2807346488
595	0.2806895369
596	0.2806485566
597	0.2806092336
598	0.2805785312
599	0.2805118574
600	0.2804635048
601	0.2803982759
602	0.2803796027
603	0.2803438341
604	0.2803282675
605	0.2803008568
606	0.2802574542
607	0.2802218952
608	0.2801791821
609	0.2801256766
610	0.2800804415
611	0.2800397888
612	0.2800159087
613	0.2799868391
614	0.279937815
615	0.2798991358
616	0.2798460258
617	0.2798125593
618	0.2797877449
619	0.2797374179
620	0.2797160304
621	0.2796668026
622	0.279629705
623	0.2795909379
624	0.2795469219
625	0.2794953134
626	0.2794444173
627	0.2794178859
628	0.2793689405
629	0.2793188325
630	0.2792994642
631	0.2792681128
632	0.2792150163
633	0.279179974
634	0.2791355421
635	0.2791084915
636	0.2790810045
637	0.2790211365
638	0.2789907384
639	0.2789571593
640	0.2789284637
641	0.2789014661
642	0.2788560575
643	0.2788113722
644	0.2787705993
645	0.2787294558
646	0.2786906598
647	0.2786588938
648	0.2786146919
649	0.2785896517
650	0.278557271
651	0.2785044111
652	0.2784644475
653	0.278413311
654	0.2783747243
655	0.2783424939
656	0.2783020171
657	0.2782528462
658	0.278230542
659	0.2781881615
660	0.2781443631
661	0.278104533
662	0.2780791333
663	0.2780341227
664	0.2779819669
665	0.2779515583
666	0.2779317277
667	0.27791743
668	0.2778759251
669	0.277845877
670	0.277800932
671	0.2777533373
672	0.2777297907
673	0.2776901164
674	0.2776498421
675	0.2776368371
676	0.2775892282
677	0.2775648284
678	0.2775280701
679	0.2775061264
680	0.2774791663
681	0.2774597948
682	0.2774232324
683	0.2773581032
684	0.2772971408
685	0.2772639108
686	0.2772381419
687	0.2772022535
688	0.2771656652
689	0.277121301
690	0.2770841287
691	0.2770528188
692	0.2770174613
693	0.2769878006
694	0.2769615459
695	0.2769223609
696	0.2768958194
697	0.2768662499
698	0.276844105
699	0.2768032318
700	0.2767631687
701	0.2767108957
702	0.2766728929
703	0.2766132656
704	0.2765808948
705	0.2765549305
706	0.2765230364
707	0.2764961502
708	0.2764570992
709	0.2764459754
710	0.2764051431
711	0.2763641023
712	0.276339017
713	0.2762916577
714	0.2762596333
715	0.2762318871
716	0.2761599549
717	0.2761494019
718	0.2761144407
719	0.276091176
720	0.2760641691
721	0.2760285512
722	0.2760046941
723	0.2759514981
724	0.2759129782
725	0.2758676349
726	0.2758136352
727	0.2757831675
728	0.2757453154
729	0.2757032184
730	0.2756663139
731	0.2756331172
732	0.2755991983
733	0.275555601
734	0.275534662
735	0.2755077383
736	0.27545605
737	0.2754120747
738	0.2753914399
739	0.2753703595
740	0.2753383878
741	0.2753043322
742	0.2752653058
743	0.2752196234
744	0.2751565868
745	0.2750887481
746	0.2750542815
747	0.2750349745
748	0.2749989943
749	0.2749536648
750	0.2748977889
751	0.2748771102
752	0.2748425141
753	0.2747939858
754	0.2747631477
755	0.2747318931
756	0.2747170221
757	0.2747041392
758	0.2746792041
759	0.2746375253
760	0.2745861185
761	0.2744890342
762	0.2744524967
763	0.2744272487
764	0.2744155967
765	0.2743964676
766	0.2743602556
767	0.2742989508
768	0.2742583772
769	0.2742160695
770	0.2741575661
771	0.2741260192
772	0.2740838316
773	0.2740502165
774	0.2740084107
775	0.2739592293
776	0.2739209591
777	0.2738896315
778	0.2738519813
779	0.2738118325
780	0.2737858389
781	0.2737494876
782	0.2737321297
783	0.2737001727
784	0.27366317
785	0.2736204433
786	0.2735717342
787	0.273527609
788	0.2734891259
789	0.2734498212
790	0.273409133
791	0.2733851175
792	0.2733522316
793	0.2733164923
794	0.2732945318
795	0.2732806734
796	0.2732568849
797	0.2732079919
798	0.2731644976
799	0.2731356408
800	0.2731113856
801	0.2730763266
802	0.2730499002
803	0.2730313637
804	0.273007971
805	0.2729620573
806	0.2729423992
807	0.272920816
808	0.2728855953
809	0.2728419064
810	0.2727916204
811	0.2727594238
812	0.2727176051
813	0.2726871756
814	0.2726618186
815	0.2726248025
816	0.2725905804
817	0.2725494123
818	0.2725094477
819	0.2724800188
820	0.27245314
821	0.2724237691
822	0.2723609464
823	0.2723318736
824	0.2722915217
825	0.272267399
826	0.2722359247
827	0.2722081296
828	0.2721721778
829	0.2721386605
830	0.2721112233
831	0.2720962229
832	0.2720685225
833	0.2720332418
834	0.2720066919
835	0.2719659548
836	0.2719260497
837	0.2718967587
838	0.2718687533
839	0.2718387698
840	0.2718050598
841	0.2717474777
842	0.2717212992
843	0.2716848294
844	0.271628155
845	0.2715828566
846	0.2715565367
847	0.2715241364
848	0.2714678821
849	0.2714310494
850	0.2713984465
851	0.2713733317
852	0.2713502999
853	0.2712980263
854	0.2712823372
855	0.271255486
856	0.271209839
857	0.2711790108
858	0.2711383901
859	0.2711080827
860	0.2710861857
861	0.2710560234
862	0.27101805
863	0.2709528169
864	0.2709449678
865	0.2709042301
866	0.2708697262
867	0.2708272818
868	0.2707930632
869	0.2707734489
870	0.2707458295
871	0.2707153395
872	0.270672994
873	0.2706403112
874	0.2706163603
875	0.2705947929
876	0.2705538444
877	0.270526823
878	0.2704890375
879	0.2704567946
880	0.2704186319
881	0.2703834845
882	0.2703587293
883	0.2703386354
884	0.2703037792
885	0.2702740724
886	0.2702457154
887	0.2702245949
888	0.2701920633
889	0.2701496703
890	0.2701171859
891	0.270104664
892	0.2700723735
893	0.2700480095
894	0.2699688296
895	0.269931795
896	0.2698859969
897	0.269835235
898	0.2698045725
899	0.269775202
900	0.2697379289
901	0.2696912009
902	0.2696549284
903	0.269627391
904	0.2695948014
905	0.269561722
906	0.2695346254
907	0.2695127198
908	0.2694624318
909	0.2694356687
910	0.2694010058
911	0.2693896702
912	0.2693657247
913	0.2693242381
914	0.2693004911
915	0.269260235
916	0.2692202561
917	0.269186598
918	0.269145734
919	0.2691313841
920	0.269106917
921	0.2690257486
922	0.2690081545
923	0.2689686064
924	0.2689400933
925	0.2689296912
926	0.2688951283
927	0.2688452467
928	0.2687928735
929	0.2687555056
930	0.268716759
931	0.2686789755
932	0.2686654117
933	0.2686293874
934	0.2685969469
935	0.2685572931
936	0.2685250642
937	0.2685025899
938	0.2684747115
939	0.2684484247
940	0.2684241247
941	0.2684033154
942	0.268372005
943	0.2683634506
944	0.268337168
945	0.2683185986
946	0.2682962709
947	0.2682729686
948	0.2682454318
949	0.2682099003
950	0.2681685408
951	0.2681333706
952	0.2680860331
953	0.268038095
954	0.2679792915
955	0.2679532899
956	0.2679196513
957	0.2678904723
958	0.2678360023
959	0.2678139125
960	0.267771248
961	0.2677493254
962	0.2677265943
963	0.2677109459
964	0.2676746435
965	0.2676416286
966	0.2676096591
967	0.2675873724
968	0.2675661094
969	0.2675484546
970	0.2675226768
971	0.2674633762
972	0.2674426996
973	0.2674207226
974	0.2674038135
975	0.2673660901
976	0.2673210074
977	0.2672875677
978	0.2672595697
979	0.2672220012
980	0.2671861015
981	0.2671654305
982	0.267130229
983	0.2670961115
984	0.2670725429
985	0.2670374927
986	0.2670172458
987	0.2669702778
988	0.2669387229
989	0.266907098
990	0.2668714192
991	0.2668284509
992	0.2668000924
993	0.2667929206
994	0.2667600869
995	0.266717187
996	0.2666917522
997	0.266679616
998	0.2666542563
999	0.2665966166
